"","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","Reading.time","Newline.","Sentence..or.sentence.MD5.","Comments"
"38",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","6","because",1698332114298,"310","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"39",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","7","she",1698332114298,"252","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"40",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","8","was",1698332114298,"261","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"41",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","9","exceptional",1698332114298,"246","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"42",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","10","in",1698332114298,"243","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"43",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","11","the",1698332114298,"267","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"44",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","12","kitchen.",1698332114298,"253","false","The chef received a prize because she was exceptional in the kitchen.","Any addtional parameters were appended as additional columns"
"45",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Scale","exeval3","Choice","3",1698332116986,"NULL","","",""
"46",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","Button","Continue2","Click","Click",1698332117459,"NULL","","",""
"47",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",14,0,"experimental-trials","NULL","PennController","14","_Trial_","End",1698332117461,"NULL","","",""
"48",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","PennController","8","_Trial_","Start",1698332117463,"NULL","","",""
"49",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","1","I'm",1698332121494,"224","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"50",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","2","reading",1698332121494,"520","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"51",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","3","a",1698332121494,"268","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"52",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","4","book",1698332121494,"433","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"53",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","5","on",1698332121494,"252","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"54",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","6","anti-gravity",1698332121494,"287","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"55",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","7","that's",1698332121494,"323","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"56",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","8","impossible",1698332121494,"356","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"57",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","9","to",1698332121494,"278","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"58",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","10","put",1698332121494,"290","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"59",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","11","down.",1698332121494,"353","false","I'm reading a book on anti-gravity that's impossible to put down.","Any addtional parameters were appended as additional columns"
"60",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Scale","exeval3","Choice","4",1698332124167,"NULL","","",""
"61",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","Button","Continue2","Click","Click",1698332124997,"NULL","","",""
"62",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",8,0,"experimental-trials","NULL","PennController","8","_Trial_","End",1698332124999,"NULL","","",""
"63",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","PennController","15","_Trial_","Start",1698332125002,"NULL","","",""
"64",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","1","Mortal",1698332130602,"504","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"65",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","2","enemies",1698332130602,"390","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"66",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","3","have",1698332130602,"288","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"67",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","4","very",1698332130602,"330","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"68",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","5","little",1698332130602,"342","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"69",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","6","in",1698332130602,"350","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"70",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","7","relation",1698332130602,"368","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"71",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","8","and",1698332130602,"344","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"72",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","9","it's",1698332130602,"397","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"73",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","10","scary",1698332130602,"335","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"74",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","11","that",1698332130602,"315","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"75",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","12","they'll",1698332130602,"305","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"76",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","13","always",1698332130602,"341","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"77",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","14","fight.",1698332130602,"348","false","Mortal enemies have very little in relation and it's scary that they'll always fight.","Any addtional parameters were appended as additional columns"
"78",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Scale","exeval3","Choice","1",1698332133106,"NULL","","",""
"79",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","Button","Continue2","Click","Click",1698332133765,"NULL","","",""
"80",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",15,0,"experimental-trials","NULL","PennController","15","_Trial_","End",1698332133767,"NULL","","",""
"81",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","PennController","10","_Trial_","Start",1698332133769,"NULL","","",""
"82",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","1","Parallel",1698332139160,"295","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"83",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","2","lines",1698332139160,"352","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"84",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","3","have",1698332139160,"264","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"85",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","4","so",1698332139160,"350","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"86",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","5","much",1698332139160,"260","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"87",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","6","in",1698332139160,"310","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"88",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","7","common",1698332139160,"292","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"89",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","8","and",1698332139160,"316","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"90",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","9","it's",1698332139160,"318","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"91",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","10","a",1698332139160,"329","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"92",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","11","shame",1698332139160,"306","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"93",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","12","that",1698332139160,"295","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"94",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","13","they'll",1698332139160,"298","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"95",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","14","never",1698332139160,"350","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"96",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","15","meet.",1698332139160,"307","false","Parallel lines have so much in common and it's a shame that they'll never meet.","Any addtional parameters were appended as additional columns"
"97",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Scale","exeval3","Choice","3",1698332142194,"NULL","","",""
"98",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","Button","Continue2","Click","Click",1698332142686,"NULL","","",""
"99",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",10,0,"experimental-trials","NULL","PennController","10","_Trial_","End",1698332142688,"NULL","","",""
"100",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","PennController","17","_Trial_","Start",1698332142690,"NULL","","",""
"101",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","1","How",1698332145601,"272","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"102",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","2","quickly",1698332145601,"207","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"103",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","3","did",1698332145601,"287","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"104",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","4","the",1698332145601,"243","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"105",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","5","lion",1698332145601,"243","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"106",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","6","cross",1698332145601,"242","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"107",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","7","the",1698332145601,"267","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"108",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","8","savannah?",1698332145601,"676","false","How quickly did the lion cross the savannah?","Any addtional parameters were appended as additional columns"
"109",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Scale","exeval3","Choice","2",1698332147958,"NULL","","",""
"110",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","Button","Continue2","Click","Click",1698332148415,"NULL","","",""
"111",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",17,0,"experimental-trials","NULL","PennController","17","_Trial_","End",1698332148417,"NULL","","",""
"112",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","PennController","20","_Trial_","Start",1698332148418,"NULL","","",""
"113",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","1","Who",1698332153154,"294","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"114",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","2","all",1698332153154,"244","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"115",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","3","did",1698332153154,"319","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"116",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","4","Vikram",1698332153154,"439","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"117",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","5","call",1698332153154,"267","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"118",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","6","on",1698332153154,"373","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"119",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","7","the",1698332153154,"306","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
"120",1698332208,"c63ccbd28db88d171d1d7eefabbc83d9","PennController",20,0,"experimental-trials","NULL","Controller-DashedSentence","DashedSentence","8","phone",1698332153154,"340","false","Who all did Vikram call on the phone after the party last night?","Any addtional parameters were appended as additional columns"
